
,,,,,,,
,X_POS,Y_POS,Z_POS,Y_ROT,JUMP,SUCCESS,TRIALCOUNT
4.75999641,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.7799964,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.79999638,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.81999636,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.83999634,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.85999632,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.8799963,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.89999628,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.91999626,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.93999624,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.959996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.979996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
4.999996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.019996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.039996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.059996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.079996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.099996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.119996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.139996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.159996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.179996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.199996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.219996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.239996,110.555824,4.27482,7.186836,0.493777156,0,0,,6
5.259996,110.600151,4.27482033,7.599795,0.0538827777,0,0,,6
5.279996,110.600151,4.27482033,7.599795,0.0538827777,0,0,,6
5.299996,110.600151,4.27482033,7.599795,0.0538827777,0,0,,6
5.319996,110.600151,4.27482033,7.599795,0.0538827777,0,0,,6
5.339996,110.600151,4.27482033,7.599795,0.0538827777,0,0,,6
5.359996,110.662994,4.27482033,8.18519,0.0534405671,0,0,,6
5.379996,110.662994,4.27482033,8.18519,0.0534405671,0,0,,6
5.399996,110.662994,4.27482033,8.18519,0.0534405671,0,0,,6
5.419996,110.662994,4.27482033,8.18519,0.0534405671,0,0,,6
5.439996,110.662994,4.27482033,8.18519,0.0534405671,0,0,,6
5.45999575,110.863266,4.27482,8.696488,0.18558155,0,0,,6
5.47999573,110.863266,4.27482,8.696488,0.18558155,0,0,,6
5.49999571,110.863266,4.27482,8.696488,0.18558155,0,0,,6
5.51999569,110.863266,4.27482,8.696488,0.18558155,0,0,,6
5.53999567,110.863266,4.27482,8.696488,0.18558155,0,0,,6
5.55999565,111.084358,4.27482,9.253326,0.187857419,0,0,,6
5.57999563,111.084358,4.27482,9.253326,0.187857419,0,0,,6
5.59999561,111.084358,4.27482,9.253326,0.187857419,0,0,,6
5.61999559,111.084358,4.27482,9.253326,0.187857419,0,0,,6
5.63999557,111.084358,4.27482,9.253326,0.187857419,0,0,,6
5.65999556,111.297195,4.27482,9.790539,0.187494919,0,0,,6
5.67999554,111.297195,4.27482,9.790539,0.187494919,0,0,,6
5.69999552,111.297195,4.27482,9.790539,0.187494919,0,0,,6
5.7199955,111.297195,4.27482,9.790539,0.187494919,0,0,,6
5.73999548,111.297195,4.27482,9.790539,0.187494919,0,0,,6
5.75999546,111.518127,4.27482,10.3483829,0.187430218,0,0,,6
5.77999544,111.518127,4.27482,10.3483829,0.187430218,0,0,,6
5.79999542,111.518127,4.27482,10.3483829,0.187430218,0,0,,6
5.8199954,111.518127,4.27482,10.3483829,0.187430218,0,0,,6
5.83999538,111.518127,4.27482,10.3483829,0.187430218,0,0,,6
5.85999537,111.728859,4.27482,10.8805246,0.187414557,0,0,,6
5.87999535,111.728859,4.27482,10.8805246,0.187414557,0,0,,6
5.89999533,111.728859,4.27482,10.8805246,0.187414557,0,0,,6
5.91999531,111.728859,4.27482,10.8805246,0.187414557,0,0,,6
5.93999529,111.728859,4.27482,10.8805246,0.187414557,0,0,,6
5.95999527,111.94976,4.27482,11.4383793,0.187406018,0,0,,6
5.97999525,111.94976,4.27482,11.4383793,0.187406018,0,0,,6
5.999995,111.94976,4.27482,11.4383793,0.187406018,0,0,,6
6.019995,111.94976,4.27482,11.4383793,0.187406018,0,0,,6
6.039995,112.085838,4.27482,11.98932,0.120772235,0,0,,6
6.059995,112.085838,4.27482,11.98932,0.120772235,0,0,,6
6.079995,112.085838,4.27482,11.98932,0.120772235,0,0,,6
6.099995,112.085838,4.27482,11.98932,0.120772235,0,0,,6
6.119995,112.085838,4.27482,11.98932,0.120772235,0,0,,6
6.139995,112.177612,4.27482,12.4938345,0.08985241,0,0,,6
6.159995,112.177612,4.27482,12.4938345,0.08985241,0,0,,6
6.179995,112.177612,4.27482,12.4938345,0.08985241,0,0,,6
6.199995,112.177612,4.27482,12.4938345,0.08985241,0,0,,6
6.219995,112.177612,4.27482,12.4938345,0.08985241,0,0,,6
6.239995,112.2664,4.27482,13.08144,0.07491752,0,0,,6
6.259995,112.2664,4.27482,13.08144,0.07491752,0,0,,6
6.279995,112.2664,4.27482,13.08144,0.07491752,0,0,,6
6.299995,112.2664,4.27482,13.08144,0.07491752,0,0,,6
6.319995,112.2664,4.27482,13.08144,0.07491752,0,0,,6
6.339995,112.333656,4.27482033,13.6706743,0.0567856878,0,0,,6
6.359995,112.333656,4.27482033,13.6706743,0.0567856878,0,0,,6
6.379995,112.333656,4.27482033,13.6706743,0.0567856878,0,0,,6
6.399995,112.333656,4.27482033,13.6706743,0.0567856878,0,0,,6
6.419995,112.333656,4.27482033,13.6706743,0.0567856878,0,0,,6
6.439995,112.38546,4.27482,14.2633629,0.0435785577,0,0,,6
6.459995,112.38546,4.27482,14.2633629,0.0435785577,0,0,,6
6.479995,112.38546,4.27482,14.2633629,0.0435785577,0,0,,6
6.49999475,112.38546,4.27482,14.2633629,0.0435785577,0,0,,6
6.51999474,112.38546,4.27482,14.2633629,0.0435785577,0,0,,6
6.53999472,112.429184,4.27482,14.8591032,0.0366227478,0,0,,6
6.5599947,112.429184,4.27482,14.8591032,0.0366227478,0,0,,6
6.57999468,112.429184,4.27482,14.8591032,0.0366227478,0,0,,6
6.59999466,112.429184,4.27482,14.8591032,0.0366227478,0,0,,6
6.61999464,112.429184,4.27482,14.8591032,0.0366227478,0,0,,6
6.63999462,112.46125,4.27482,15.4545269,0.0269033648,0,0,,6
6.6599946,112.46125,4.27482,15.4545269,0.0269033648,0,0,,6
6.67999458,112.46125,4.27482,15.4545269,0.0269033648,0,0,,6
6.69999456,112.46125,4.27482,15.4545269,0.0269033648,0,0,,6
6.71999454,112.46125,4.27482,15.4545269,0.0269033648,0,0,,6
6.73999453,112.487595,4.27482,16.05209,0.0220275968,0,0,,6
6.75999451,112.487595,4.27482,16.05209,0.0220275968,0,0,,6
6.77999449,112.487595,4.27482,16.05209,0.0220275968,0,0,,6
6.79999447,112.487595,4.27482,16.05209,0.0220275968,0,0,,6
6.81999445,112.487595,4.27482,16.05209,0.0220275968,0,0,,6
6.83999443,112.512108,4.27482,16.651,0.0204510745,0,0,,6
6.85999441,112.512108,4.27482,16.651,0.0204510745,0,0,,6
6.87999439,112.512108,4.27482,16.651,0.0204510745,0,0,,6
6.89999437,112.512108,4.27482,16.651,0.0204510745,0,0,,6
6.91999435,112.512108,4.27482,16.651,0.0204510745,0,0,,6
6.93999434,112.536659,4.27482,17.2504959,0.0204625037,0,0,,6
6.95999432,112.536659,4.27482,17.2504959,0.0204625037,0,0,,6
6.9799943,112.536659,4.27482,17.2504959,0.0204625037,0,0,,6
6.99999428,112.536659,4.27482,17.2504959,0.0204625037,0,0,,6
7.01999426,112.536659,4.27482,17.2504959,0.0204625037,0,0,,6
7.03999424,112.561211,4.27482,17.8499947,0.0204625037,0,0,,6
7.059994,112.561211,4.27482,17.8499947,0.0204625037,0,0,,6
7.079994,112.561211,4.27482,17.8499947,0.0204625037,0,0,,6
7.099994,112.561211,4.27482,17.8499947,0.0204625037,0,0,,6
7.119994,112.561211,4.27482,17.8499947,0.0204625037,0,0,,6
7.139994,112.58577,4.27482,18.4494915,0.0204701275,0,0,,6
7.159994,112.58577,4.27482,18.4494915,0.0204701275,0,0,,6
7.179994,112.58577,4.27482,18.4494915,0.0204701275,0,0,,6
7.199994,112.58577,4.27482,18.4494915,0.0204701275,0,0,,6
7.219994,112.58577,4.27482,18.4494915,0.0204701275,0,0,,6
7.239994,112.610321,4.2587924,19.0489883,0.0204663146,1,0,,6
7.259994,112.610321,4.2587924,19.0489883,0.0204663146,1,0,,6
7.279994,112.610321,4.2587924,19.0489883,0.0204663146,1,0,,6
7.299994,112.610321,4.2587924,19.0489883,0.0204663146,1,0,,6
7.319994,112.610321,4.2587924,19.0489883,0.0204663146,1,0,,6
7.339994,112.63488,5.108793,19.6484871,0.0204663146,1,0,,6
7.359994,112.63488,5.108793,19.6484871,0.0204663146,1,0,,6
7.379994,112.63488,5.108793,19.6484871,0.0204663146,1,0,,6
7.399994,112.63488,5.108793,19.6484871,0.0204663146,1,0,,6
7.419994,112.63488,5.108793,19.6484871,0.0204663146,1,0,,6
7.439994,112.659531,5.8606925,20.24798,0.0205464941,1,0,,6
7.459994,112.659531,5.8606925,20.24798,0.0205464941,1,0,,6
7.479994,112.659531,5.8606925,20.24798,0.0205464941,1,0,,6
7.499994,112.659531,5.8606925,20.24798,0.0205464941,1,0,,6
7.519994,112.659531,5.8606925,20.24798,0.0205464941,1,0,,6
7.539994,112.6842,6.514493,20.8474731,0.020557927,1,0,,6
7.55999374,112.6842,6.514493,20.8474731,0.020557927,1,0,,6
7.57999372,112.6842,6.514493,20.8474731,0.020557927,1,0,,6
7.59999371,112.6842,6.514493,20.8474731,0.020557927,1,0,,6
7.61999369,112.6842,6.514493,20.8474731,0.020557927,1,0,,6
7.63999367,112.7088,7.06940556,21.4458027,0.0205503069,1,0,,6
7.65999365,112.7088,7.06940556,21.4458027,0.0205503069,1,0,,6
7.67999363,112.7088,7.06940556,21.4458027,0.0205503069,1,0,,6
7.69999361,112.7088,7.06940556,21.4458027,0.0205503069,1,0,,6
7.71999359,112.7088,7.06940556,21.4458027,0.0205503069,1,0,,6
7.73999357,112.733444,7.527195,22.0452957,0.0205388349,1,0,,6
7.75999355,112.733444,7.527195,22.0452957,0.0205388349,1,0,,6
7.77999353,112.733444,7.527195,22.0452957,0.0205388349,1,0,,6
7.79999352,112.733444,7.527195,22.0452957,0.0205388349,1,0,,6
7.8199935,112.733444,7.527195,22.0452957,0.0205388349,1,0,,6
7.83999348,112.758057,7.88688564,22.64479,0.0205197819,1,0,,6
7.85999346,112.758057,7.88688564,22.64479,0.0205197819,1,0,,6
7.87999344,112.758057,7.88688564,22.64479,0.0205197819,1,0,,6
7.89999342,112.758057,7.88688564,22.64479,0.0205197819,1,0,,6
7.9199934,112.758057,7.88688564,22.64479,0.0205197819,1,0,,6
7.93999338,112.782654,8.148476,23.2442875,0.02050069,1,0,,6
7.95999336,112.782654,8.148476,23.2442875,0.02050069,1,0,,6
7.97999334,112.782654,8.148476,23.2442875,0.02050069,1,0,,6
7.99999332,112.782654,8.148476,23.2442875,0.02050069,1,0,,6
8.019994,112.782654,8.148476,23.2442875,0.02050069,1,0,,6
8.039994,112.807236,8.311966,23.8437824,0.0204892177,1,0,,6
8.059995,112.807236,8.311966,23.8437824,0.0204892177,1,0,,6
8.079995,112.807236,8.311966,23.8437824,0.0204892177,1,0,,6
8.099996,112.807236,8.311966,23.8437824,0.0204892177,1,0,,6
8.119996,112.807236,8.311966,23.8437824,0.0204892177,1,0,,6
8.139997,112.8318,8.377357,24.44328,0.0204777848,1,0,,6
8.159997,112.8318,8.377357,24.44328,0.0204777848,1,0,,6
8.179997,112.8318,8.377357,24.44328,0.0204777848,1,0,,6
8.199998,112.8318,8.377357,24.44328,0.0204777848,1,0,,6
8.219998,112.8318,8.377357,24.44328,0.0204777848,1,0,,6
8.239999,112.856361,8.344647,25.042778,0.0204663146,1,0,,6
8.259999,112.856361,8.344647,25.042778,0.0204663146,1,0,,6
8.28,112.856361,8.344647,25.042778,0.0204663146,1,0,,6
8.3,112.856361,8.344647,25.042778,0.0204663146,1,0,,6
8.320001,112.856361,8.344647,25.042778,0.0204663146,1,0,,6
8.340001,112.880913,8.213838,25.6422749,0.0204663146,1,0,,6
8.360002,112.880913,8.213838,25.6422749,0.0204663146,1,0,,6
8.380002,112.880913,8.213838,25.6422749,0.0204663146,1,0,,6
8.40000248,112.880913,8.213838,25.6422749,0.0204663146,1,0,,6
8.420003,112.880913,8.213838,25.6422749,0.0204663146,1,0,,6
8.440003,112.905449,7.984927,26.2417736,0.0204472225,1,0,,6
8.460004,112.905449,7.984927,26.2417736,0.0204472225,1,0,,6
8.480004,112.905449,7.984927,26.2417736,0.0204472225,1,0,,6
8.500005,112.905449,7.984927,26.2417736,0.0204472225,1,0,,6
8.520005,112.905449,7.984927,26.2417736,0.0204472225,1,0,,6
8.540006,112.929962,7.657918,26.8412724,0.0204319749,1,0,,6
8.560006,112.929962,7.657918,26.8412724,0.0204319749,1,0,,6
8.580007,112.929962,7.657918,26.8412724,0.0204319749,1,0,,6
